Locus	Gene	Start	Length	Product	Allele Count	Alleles
PA2856	tesA	3208673	606	esterase TesA	156	PA2856.fasta
PA2857		3209289	684	ABC transporter ATP-binding protein	208	PA2857.fasta
PA2859	greB	3212525	507	transcription elongation factor GreB	105	PA2859.fasta
PA2860		3213044	441	hypothetical protein	127	PA2860.fasta
PA2861	ligT	3213538	549	2'-5' RNA ligase	258	PA2861.fasta
PA2862	lipA	3214282	936	lactonizing lipase	232	PA2862.fasta
PA2863	lipH	3215423	867	lipase chaperone	223	PA2863.fasta
PA2864		3216456	435	hypothetical protein	94	PA2864.fasta
PA2865		3216989	1431	glycosylase	390	PA2865.fasta
PA2866	mttC	3218666	804	secretion protein MttC	271	PA2866.fasta
PA2868		3221206	360	hypothetical protein	112	PA2868.fasta
PA2869		3221652	489	hypothetical protein	132	PA2869.fasta
PA2870		3222150	1578	hypothetical protein	372	PA2870.fasta
PA2871		3223736	798	hypothetical protein	194	PA2871.fasta
PA2873		3225381	2007	protein-glutamine gamma-glutamyltransferase	482	PA2873.fasta
PA2875		3228337	918	hypothetical protein	224	PA2875.fasta
PA2876	pyrF	3229484	699	orotidine 5'-phosphate decarboxylase	192	PA2876.fasta
PA2877		3230279	894	transcriptional regulator	217	PA2877.fasta
PA2878		3231218	642	hypothetical protein	221	PA2878.fasta
PA2879		3231882	891	transcriptional regulator	263	PA2879.fasta
PA2880		3232819	516	hypothetical protein	136	PA2880.fasta
PA2882		3234256	1116	two-component sensor	324	PA2882.fasta
PA2883		3235794	168	hypothetical protein	31	PA2883.fasta
PA2884		3236194	765	hypothetical protein	179	PA2884.fasta
PA2885	atuR	3236959	597	atu genes repressor	149	PA2885.fasta
PA2886	atuA	3237836	1803	hypothetical protein	491	PA2886.fasta
PA2887	atuB	3239711	879	citronellol catabolism dehydrogenase	271	PA2887.fasta
PA2888	atuC	3240591	1617	geranyl-CoA carboxylase subunit beta	349	PA2888.fasta
PA2889	atuD	3242324	1161	citronellyl-CoA dehydrogenase	254	PA2889.fasta
PA2890	atuE	3243505	795	isohexenylglutaconyl-CoA hydratase	204	PA2890.fasta
PA2892	atuG	3246382	825	short-chain dehydrogenase	175	PA2892.fasta
PA2893	atuH	3247369	1827	long-chain-acyl-CoA synthetase	367	PA2893.fasta
PA2894		3249209	423	hypothetical protein	93	PA2894.fasta
PA2896		3250738	585	RNA polymerase sigma factor	136	PA2896.fasta
PA2897		3251651	1440	transcriptional regulator	303	PA2897.fasta
PA2898		3253312	369	hypothetical protein	146	PA2898.fasta
PA2899		3253766	639	transcriptional regulator	146	PA2899.fasta
PA2900		3254598	810	hypothetical protein	156	PA2900.fasta
PA2901		3255407	360	hypothetical protein	60	PA2901.fasta
PA2902		3255763	849	hypothetical protein	244	PA2902.fasta
PA2910		3264642	570	manganese efflux pump MntP	174	PA2910.fasta
PA2911		3265848	2157	TonB-dependent receptor	531	PA2911.fasta
PA2912		3268057	774	ABC transporter ATP-binding protein	241	PA2912.fasta
PA2913		3268827	972	hypothetical protein	289	PA2913.fasta
PA2915		3270827	867	hypothetical protein	230	PA2915.fasta
PA2917		3272457	837	transcriptional regulator	239	PA2917.fasta
PA2918		3273504	774	short-chain dehydrogenase	202	PA2918.fasta
PA2919		3274328	258	hypothetical protein	90	PA2919.fasta
PA2927		3281988	1332	hypothetical protein	401	PA2927.fasta
PA2929		3285007	615	hypothetical protein	235	PA2929.fasta
PA2930		3285687	927	transcriptional regulator	316	PA2930.fasta
PA2936		3291283	582	hypothetical protein	196	PA2936.fasta
PA2937		3291960	309	hypothetical protein	78	PA2937.fasta
PA2938		3292324	1458	transporter	356	PA2938.fasta
PA2939		3294282	1611	aminopeptidase	355	PA2939.fasta
PA2940		3295979	1140	acyl-CoA thiolase	346	PA2940.fasta
PA2941		3297240	645	hypothetical protein	226	PA2941.fasta
PA2943		3299492	1095	phospho-2-dehydro-3-deoxyheptonate aldolase	316	PA2943.fasta
PA2945		3304437	1128	cobalamin biosynthesis protein CobW	285	PA2945.fasta
PA2947		3307085	429	hypothetical protein	179	PA2947.fasta
PA2948	cobM	3307510	753	precorrin-4 C(11)-methyltransferase	193	PA2948.fasta
PA2949		3308391	948	lipase	258	PA2949.fasta
PA2950		3309411	1197	reductase	282	PA2950.fasta
PA2951	etfA	3310792	930	electron transfer flavoprotein subunit alpha	229	PA2951.fasta
PA2952	etfB	3311721	750	electron transfer flavoprotein subunit beta	121	PA2952.fasta
PA2953		3312791	1656	electron transfer flavoprotein-ubiquinone oxidoreductase	299	PA2953.fasta
PA2955		3315057	633	hypothetical protein	142	PA2955.fasta
PA2956		3315754	897	hypothetical protein	227	PA2956.fasta
PA2957		3316800	639	transcriptional regulator	95	PA2957.fasta
PA2958		3317524	1134	hypothetical protein	312	PA2958.fasta
PA2959		3318883	777	hypothetical protein	185	PA2959.fasta
PA2960	pilZ	3319674	357	type 4 fimbrial biogenesis protein PilZ	78	PA2960.fasta
PA2961	holB	3320064	987	DNA polymerase III subunit delta'	305	PA2961.fasta
PA2963		3321704	1050	hypothetical protein	226	PA2963.fasta
PA2964	pabC	3322759	816	4-amino-4-deoxychorismate lyase	223	PA2964.fasta
PA2965	fabF1	3323574	1245	3-oxoacyl-ACP synthase	267	PA2965.fasta
PA2966	acpP	3324947	237	acyl carrier protein	17	PA2966.fasta
PA2967	fabG	3325379	744	3-oxoacyl-[acyl-carrier-protein] reductase FabG	118	PA2967.fasta
PA2968	fabD	3326145	939	malonyl CoA-ACP transacylase	270	PA2968.fasta
PA2969	plsX	3327189	981	phosphate acyltransferase	249	PA2969.fasta
PA2970	rpmF	3328203	183	50S ribosomal protein L32	17	PA2970.fasta
PA2971		3328399	537	hypothetical protein	105	PA2971.fasta
PA2972		3329045	579	hypothetical protein	214	PA2972.fasta
PA2973		3329690	981	peptidase	322	PA2973.fasta
PA2975	rluC	3331348	957	ribosomal large subunit pseudouridine synthase C	285	PA2975.fasta
PA2977	murB	3336212	1020	UDP-N-acetylenolpyruvoylglucosamine reductase	343	PA2977.fasta
PA2978	ptpA	3337228	465	phosphotyrosine protein phosphatase	170	PA2978.fasta
PA2979	kdsB	3337692	765	3-deoxy-manno-octulosonate cytidylyltransferase	239	PA2979.fasta
PA2980		3338456	186	hypothetical protein	25	PA2980.fasta
PA2981	lpxK	3338679	999	tetraacyldisaccharide 4'-kinase	264	PA2981.fasta
PA2982		3339677	441	hypothetical protein	78	PA2982.fasta
PA2983		3340114	636	translocation protein TolQ	108	PA2983.fasta
PA2985		3343178	534	hypothetical protein	89	PA2985.fasta
PA2986		3343799	1302	hypothetical protein	312	PA2986.fasta
PA2988		3345789	1251	hypothetical protein	284	PA2988.fasta
PA2989		3347142	600	hypothetical protein	130	PA2989.fasta
PA2990		3348073	723	phosphodiesterase	164	PA2990.fasta
PA2991	sth	3348838	1395	soluble pyridine nucleotide transhydrogenase	281	PA2991.fasta
PA2992		3350411	228	hypothetical protein	49	PA2992.fasta
PA2994	nqrF	3351656	1224	Na(+)-translocating NADH-quinone reductase subunit F	303	PA2994.fasta
PA2995	nqrE	3352890	609	Na(+)-translocating NADH-quinone reductase subunit E	114	PA2995.fasta
PA2996	nqrD	3353498	675	Na(+)-translocating NADH-quinone reductase subunit D	114	PA2996.fasta
PA2998	nqrB	3354947	1212	Na(+)-translocating NADH-quinone reductase subunit B	254	PA2998.fasta
PA2999	nqrA	3356162	1338	Na(+)-translocating NADH-quinone reductase subunit A	343	PA2999.fasta
PA3000	aroP1	3357758	1410	aromatic amino acid transporter AroP	285	PA3000.fasta
PA3001		3359269	1386	glyceraldehyde-3-phosphate dehydrogenase	263	PA3001.fasta
PA3002	mfd	3360875	3447	transcription-repair coupling factor	597	PA3002.fasta
PA3003		3364332	630	hypothetical protein	171	PA3003.fasta
PA3004		3365007	738	S-methyl-5'-thioinosine phosphorylase	209	PA3004.fasta
PA3005	nagZ	3365756	999	beta-hexosaminidase	268	PA3005.fasta
PA3006	psrA	3366970	702	transcriptional regulator PsrA	134	PA3006.fasta
PA3007	lexA	3367903	615	LexA repressor	96	PA3007.fasta
PA3008		3368529	486	cell division inhibitor SulA	116	PA3008.fasta
PA3009		3369036	234	hypothetical protein	41	PA3009.fasta
PA3010		3369475	519	hypothetical protein	118	PA3010.fasta
PA3011	topA	3370100	2607	DNA topoisomerase I	429	PA3011.fasta
PA3012		3372797	375	hypothetical protein	85	PA3012.fasta
PA3013	foaB	3373254	1176	3-ketoacyl-CoA thiolase	211	PA3013.fasta
PA3014	faoA	3374460	2148	fatty acid oxidation complex subunit alpha	321	PA3014.fasta
PA3015		3377035	819	hypothetical protein	196	PA3015.fasta
PA3016		3377870	435	hypothetical protein	96	PA3016.fasta
PA3017		3378512	438	hypothetical protein	79	PA3017.fasta
PA3018		3378979	687	hypothetical protein	124	PA3018.fasta
PA3019		3379815	1923	ABC transporter ATP-binding protein	415	PA3019.fasta
PA3020		3381963	1929	lytic transglycosylase	421	PA3020.fasta
PA3021		3383948	387	hypothetical protein	101	PA3021.fasta
PA3022		3384378	807	hypothetical protein	198	PA3022.fasta
PA3024		3386270	1560	carbohydrate kinase	381	PA3024.fasta
PA3025		3387850	1581	FAD-dependent glycerol-3-phosphate dehydrogenase	416	PA3025.fasta
PA3026		3389436	1596	hypothetical protein	435	PA3026.fasta
PA3027		3391208	1032	transcriptional regulator	210	PA3027.fasta
PA3028	moeA2	3392268	1218	molybdenum cofactor biosynthesis protein A	379	PA3028.fasta
PA3029	moaB2	3393482	540	molybdopterin biosynthesis protein B	113	PA3029.fasta
PA3030	mobA	3394088	597	molybdenum cofactor guanylyltransferase	142	PA3030.fasta
PA3031		3394816	222	hypothetical protein	24	PA3031.fasta
PA3032	snr1	3395325	1404	cytochrome C Snr1	389	PA3032.fasta
PA3033		3397096	279	hypothetical protein	48	PA3033.fasta
PA3034		3397381	558	transcriptional regulator	172	PA3034.fasta
PA3035		3398104	597	glutathione S-transferase	198	PA3035.fasta
PA3037		3399649	867	hypothetical protein	251	PA3037.fasta
PA3038		3400684	1266	porin	237	PA3038.fasta
PA3040		3403812	330	hypothetical protein	48	PA3040.fasta
PA3041		3404145	381	hypothetical protein	59	PA3041.fasta
PA3042		3404539	324	hypothetical protein	82	PA3042.fasta
PA3043		3404979	1332	deoxyguanosinetriphosphate triphosphohydrolase	302	PA3043.fasta
PA3044		3406321	2226	two-component sensor	521	PA3044.fasta
PA3045		3408560	624	two-component response regulator	101	PA3045.fasta
PA3047		3410264	1431	D-alanyl-D-alanine carboxypeptidase	423	PA3047.fasta
PA3048		3411763	2178	ribosomal RNA large subunit methyltransferase K/L	523	PA3048.fasta
PA3049	rmf	3414401	213	ribosome modulation factor	19	PA3049.fasta
PA3050	pyrD	3414701	1029	dihydroorotate dehydrogenase	310	PA3050.fasta
PA3052		3416061	981	hypothetical protein	275	PA3052.fasta
PA3054		3418288	1905	hypothetical protein	464	PA3054.fasta
PA3055		3420309	477	hypothetical protein	135	PA3055.fasta
PA3058	pelG	3421696	1371	pellicle/biofilm biosynthesis Wzx-like polysaccharide transporter PelG	337	PA3058.fasta
PA3059	pelF	3423068	1524	pellicle/biofilm biosynthesis glycosyltransferase PelF	399	PA3059.fasta
PA3061	pelD	3425555	1368	pellicle/biofilm biosynthesis protein PelD	377	PA3061.fasta
PA3062	pelC	3426928	519	pellicle/biofilm biosynthesis outer membrane protein PelC	130	PA3062.fasta
PA3068	gdhB	3436578	4863	NAD-specific glutamate dehydrogenase	741	PA3068.fasta
PA3069		3441713	771	hypothetical protein	201	PA3069.fasta
PA3070		3442823	981	hypothetical protein	194	PA3070.fasta
PA3073		3445236	1023	hypothetical protein	259	PA3073.fasta
PA3077		3450838	672	two-component response regulator	183	PA3077.fasta
PA3078		3451506	1296	two-component sensor	357	PA3078.fasta
PA3079		3452872	2382	hypothetical protein	472	PA3079.fasta
PA3080		3455266	1098	hypothetical protein	312	PA3080.fasta
PA3081		3456543	1368	hypothetical protein	334	PA3081.fasta
PA3082	gbt	3457969	1965	glycine betaine transmethylase	493	PA3082.fasta
PA3083	pepN	3460380	2658	aminopeptidase	605	PA3083.fasta
PA3084		3463056	801	hypothetical protein	219	PA3084.fasta
PA3085		3463889	264	hypothetical protein	53	PA3085.fasta
PA3086		3464236	861	hypothetical protein	266	PA3086.fasta
PA3087		3465093	981	hypothetical protein	269	PA3087.fasta
PA3088		3466073	888	NAD kinase	168	PA3088.fasta
PA3089a		3468051	900	1-aminocyclopropane-1-carboxylate deaminase	341	PA3089a.fasta
PA3091		3468988	1440	hypothetical protein	364	PA3091.fasta
PA3092	fadH1	3470764	2040	2,4-dienoyl-CoA reductase	499	PA3092.fasta
PA3094		3474133	1038	transcriptional regulator	315	PA3094.fasta
PA3095	xcpZ	3475956	525	type II secretion system protein M	152	PA3095.fasta
PA3096	xcpY	3476482	1149	type II secretion system protein L	354	PA3096.fasta
PA3097	xcpX	3477627	1002	type II secretion system protein K	293	PA3097.fasta
PA3098	xcpW	3478625	714	type II secretion system protein J	215	PA3098.fasta
PA3099	xcpV	3479335	390	type II secretion system protein I	141	PA3099.fasta
PA3100	xcpU	3479721	519	type II secretion system protein H	122	PA3100.fasta
PA3101	xcpT	3480246	447	type II secretion system protein G	97	PA3101.fasta
PA3102	xcpS	3480697	1218	type II secretion system protein F	328	PA3102.fasta
PA3103	xcpR	3481914	1509	type II secretion system protein E	427	PA3103.fasta
PA3104	xcpP	3483642	708	type II secretion system protein N	125	PA3104.fasta
PA3105	xcpQ	3484354	1977	type II secretion system protein D	364	PA3105.fasta
PA3106		3486417	768	oxidoreductase	222	PA3106.fasta
PA3107	metZ	3487181	1212	O-succinylhomoserine sulfhydrylase	314	PA3107.fasta
PA3108	purF	3488409	1506	amidophosphoribosyltransferase	327	PA3108.fasta
PA3109		3490136	543	hypothetical protein	105	PA3109.fasta
PA3111	folC	3491415	1290	folylpolyglutamate synthetase	331	PA3111.fasta
PA3112	accD	3492701	873	acetyl-CoA carboxylase carboxyltransferase subunit beta	241	PA3112.fasta
PA3113	trpF	3493842	636	N-(5'-phosphoribosyl)anthranilate isomerase	183	PA3113.fasta
PA3116		3498374	1011	aspartate-semialdehyde dehydrogenase	283	PA3116.fasta
PA3117	asd	3499486	1113	aspartate-semialdehyde dehydrogenase	288	PA3117.fasta
PA3118	leuB	3500668	1083	3-isopropylmalate dehydrogenase	291	PA3118.fasta
PA3119		3501809	762	hypothetical protein	250	PA3119.fasta
PA3120	leuD	3502642	639	isopropylmalate isomerase small subunit	117	PA3120.fasta
PA3121	leuC	3503292	1425	3-isopropylmalate dehydratase large subunit	383	PA3121.fasta
PA3122		3504879	894	transcriptional regulator	171	PA3122.fasta
PA3123		3505865	378	hypothetical protein	97	PA3123.fasta
PA3126	ibpA	3508717	450	heat-shock protein IbpA	98	PA3126.fasta
PA3127		3509324	804	hypothetical protein	319	PA3127.fasta
PA3128		3510144	747	short-chain dehydrogenase	251	PA3128.fasta
PA3129		3510905	960	tRNA-dihydrouridine synthase C	299	PA3129.fasta
PA3130		3511957	438	hypothetical protein	117	PA3130.fasta
PA3131		3512394	648	aldolase	171	PA3131.fasta
PA3132		3513154	858	hydrolase	238	PA3132.fasta
PA3133		3514023	543	transcriptional regulator	155	PA3133.fasta
PA3134	gltX	3515416	1485	glutamate--tRNA ligase	320	PA3134.fasta
PA3135		3516938	921	transcriptional regulator	207	PA3135.fasta
PA3136		3517928	1068	secretion protein	313	PA3136.fasta
PA3137		3519045	1500	major facilitator superfamily transporter	376	PA3137.fasta
PA3138	uvrB	3520548	2013	excinuclease ABC subunit B	421	PA3138.fasta
PA3139		3522748	1197	aspartate aminotransferase	257	PA3139.fasta
PA3161	himD	3547689	285	integration host factor subunit beta	73	PA3161.fasta
PA3162	rpsA	3548110	1680	30S ribosomal protein S1	372	PA3162.fasta
PA3163	cmk	3550057	690	cytidylate kinase	169	PA3163.fasta
PA3165	hisC2	3552979	1110	histidinol-phosphate aminotransferase	349	PA3165.fasta
PA3166	pheA	3554157	1098	bifunctional chorismate mutase/prephenate dehydratase	294	PA3166.fasta
PA3167	serC	3555254	1086	3-phosphoserine/phosphohydroxythreonine aminotransferase	226	PA3167.fasta
PA3169		3559435	1077	methylthioribose-1-phosphate isomerase	280	PA3169.fasta
PA3170		3560621	1335	N-ethylammeline chlorohydrolase	392	PA3170.fasta
PA3171	ubiG	3562106	699	ubiquinone biosynthesis O-methyltransferase	167	PA3171.fasta
PA3172		3562801	681	phosphoglycolate phosphatase	180	PA3172.fasta
PA3173		3563546	741	short-chain dehydrogenase	119	PA3173.fasta
PA3174		3564445	729	transcriptional regulator	183	PA3174.fasta
PA3176	gltS	3566163	1215	glutamate/sodium ion symporter GltS	327	PA3176.fasta
PA3177		3567606	924	hypothetical protein	239	PA3177.fasta
PA3180		3570414	438	hypothetical protein	123	PA3180.fasta
PA3181		3570941	663	2-dehydro-3-deoxy-phosphogluconate aldolase	200	PA3181.fasta
PA3184		3573980	858	HTH-type transcriptional regulator	201	PA3184.fasta
PA3185		3574846	852	hypothetical protein	156	PA3185.fasta
PA3187		3577320	1161	ABC transporter ATP-binding protein	341	PA3187.fasta
PA3189		3579351	933	sugar ABC transporter permease	205	PA3189.fasta
PA3190		3580384	1263	sugar ABC transporter substrate-binding protein	313	PA3190.fasta
PA3191		3582171	1422	two-component sensor	375	PA3191.fasta
PA3192	gltR	3583616	729	two-component response regulator GltR	184	PA3192.fasta
PA3193	glk	3584379	996	glucokinase	311	PA3193.fasta
PA3194	edd	3585477	1827	phosphogluconate dehydratase	371	PA3194.fasta
PA3195	gapA	3587433	1005	glyceraldehyde 3-phosphate dehydrogenase	250	PA3195.fasta
PA3196		3588741	531	hypothetical protein	153	PA3196.fasta
PA3197		3589352	999	hypothetical protein	312	PA3197.fasta
PA3198		3590490	753	hypothetical protein	183	PA3198.fasta
PA3199		3591415	630	hypothetical protein	191	PA3199.fasta
PA3200		3592041	888	hypothetical protein	238	PA3200.fasta
PA3201		3593144	588	intracellular septation protein A	86	PA3201.fasta
PA3202		3593733	300	hypothetical protein	60	PA3202.fasta
PA3203		3594208	363	hypothetical protein	106	PA3203.fasta
PA3204		3594581	678	two-component response regulator	128	PA3204.fasta
PA3205		3595387	441	hypothetical protein	131	PA3205.fasta
PA3206		3595942	1338	two-component sensor	301	PA3206.fasta
PA3208		3597779	561	hypothetical protein	169	PA3208.fasta
PA3209		3598404	372	hypothetical protein	102	PA3209.fasta
PA3210	trkH	3598933	1455	potassium uptake protein TrkH	266	PA3210.fasta
PA3211		3600454	1146	ABC transporter permease	265	PA3211.fasta
PA3212		3601596	795	ABC transporter ATP-binding protein	209	PA3212.fasta
PA3213		3602392	939	hypothetical protein	169	PA3213.fasta
PA3215		3603994	1014	transcriptional regulator	250	PA3215.fasta
PA3216		3605150	318	hypothetical protein	63	PA3216.fasta
PA3217	cyaB	3605684	1392	protein CyaB	336	PA3217.fasta
PA3219		3608117	813	hypothetical protein	177	PA3219.fasta
PA3220		3609076	765	transcriptional regulator	181	PA3220.fasta
PA3221	csaA	3609905	336	molecular chaperone CsaA	106	PA3221.fasta
PA3223	azoR3	3611254	642	FMN-dependent NADH-azoreductase	151	PA3223.fasta
PA3224		3612042	318	hypothetical protein	61	PA3224.fasta
PA3225		3612559	930	transcriptional regulator	177	PA3225.fasta
PA3226		3613495	828	hydrolase	225	PA3226.fasta
PA3228		3614930	1833	ABC transporter ATP-binding protein/permease	353	PA3228.fasta
PA3229		3617044	267	hypothetical protein	48	PA3229.fasta
PA3230		3617343	1125	hypothetical protein	305	PA3230.fasta
PA3231		3618726	159	hypothetical protein	25	PA3231.fasta
PA3232		3618993	627	DNA polymerase III subunit epsilon	151	PA3232.fasta
PA3233		3619616	1800	hypothetical protein	441	PA3233.fasta
PA3234		3621505	1656	acetate permease	296	PA3234.fasta
PA3235		3623157	312	hypothetical protein	43	PA3235.fasta
PA3236		3623686	858	glycine betaine-binding protein	214	PA3236.fasta
PA3237		3624837	222	hypothetical protein	50	PA3237.fasta
PA3238		3625201	1362	hypothetical protein	275	PA3238.fasta
PA3239		3626566	804	hypothetical protein	197	PA3239.fasta
PA3241		3628430	1170	hypothetical protein	279	PA3241.fasta
PA3242		3629667	939	lipid A biosynthesis lauroyl acyltransferase	241	PA3242.fasta
PA3243	minC	3630765	792	septum formation inhibitor	175	PA3243.fasta
PA3244	minD	3631618	816	cell division inhibitor MinD	112	PA3244.fasta
PA3245	minE	3632430	255	cell division topological specificity factor MinE	34	PA3245.fasta
PA3246	rluA	3632788	636	pseudouridine synthase	137	PA3246.fasta
PA3247		3633592	1290	aminopeptidase	328	PA3247.fasta
PA3248		3634924	552	hypothetical protein	204	PA3248.fasta
PA3249		3635541	717	transcriptional regulator	179	PA3249.fasta
PA3250		3636621	1059	hypothetical protein	243	PA3250.fasta
PA3251		3637734	810	hypothetical protein	222	PA3251.fasta
PA3252		3638540	840	ABC transporter permease	196	PA3252.fasta
PA3254		3640166	996	ABC transporter ATP-binding protein	257	PA3254.fasta
PA3255		3641233	579	hypothetical protein	173	PA3255.fasta
PA3256		3641872	963	oxidoreductase	275	PA3256.fasta
PA3257	prc	3642964	2097	tail-specific protease	465	PA3257.fasta
PA3260		3647755	312	transcriptional regulator	104	PA3260.fasta
PA3261		3648170	747	hypothetical protein	230	PA3261.fasta
PA3262		3649705	762	FkbP-type peptidyl-prolyl cis-trans isomerase	156	PA3262.fasta
PA3263		3651056	921	recombination associated protein RdgC	208	PA3263.fasta
PA3265		3653138	315	transporter	61	PA3265.fasta
PA3266	capB	3653667	210	major cold shock protein CspA	25	PA3266.fasta
PA3267		3653937	1875	hypothetical protein	456	PA3267.fasta
PA3268		3655986	2166	TonB-dependent receptor	485	PA3268.fasta
PA3270		3659169	588	hypothetical protein	126	PA3270.fasta
PA3271		3660022	3480	two-component sensor	679	PA3271.fasta
PA3273		3667924	384	hypothetical protein	102	PA3273.fasta
PA3274		3668474	288	hypothetical protein	70	PA3274.fasta
PA3275		3668840	330	hypothetical protein	112	PA3275.fasta
PA3276		3669166	423	hypothetical protein	103	PA3276.fasta
PA3277		3669821	813	short-chain dehydrogenase	210	PA3277.fasta
PA3278		3670759	300	hypothetical protein	70	PA3278.fasta
PA3279	oprP	3671227	1323	phosphate-specific outer membrane porin OprP	317	PA3279.fasta
PA3280	oprO	3673008	1317	pyrophosphate-specific outer membrane porin OprO	337	PA3280.fasta
PA3281		3674570	591	hypothetical protein	189	PA3281.fasta
PA3282		3675163	735	hypothetical protein	176	PA3282.fasta
PA3283		3675894	855	hypothetical protein	268	PA3283.fasta
PA3284		3676767	315	hypothetical protein	77	PA3284.fasta
PA3285		3677720	612	ECF subfamily sigma-70 factor	127	PA3285.fasta
PA3287		3679946	516	hypothetical protein	174	PA3287.fasta
PA3289		3681048	414	hypothetical protein	109	PA3289.fasta
PA3293		3685759	816	hypothetical protein	259	PA3293.fasta
PA3295		3688879	438	HIT family protein	94	PA3295.fasta
PA3296	phoA	3689521	1431	alkaline phosphatase	356	PA3296.fasta
PA3297		3691024	3981	ATP-dependent helicase	717	PA3297.fasta
PA3299	fadD1	3695511	1689	long-chain-fatty-acid--CoA ligase	330	PA3299.fasta
PA3300	fadD2	3697434	1689	long-chain-fatty-acid--CoA ligase	386	PA3300.fasta
PA3301		3699369	951	hypothetical protein	229	PA3301.fasta
PA3302		3700316	471	hypothetical protein	106	PA3302.fasta
PA3306		3705890	603	hypothetical protein	173	PA3306.fasta
PA3307		3706546	309	hypothetical protein	73	PA3307.fasta
PA3308		3707090	2853	RNA polymerase-associated protein RapA	600	PA3308.fasta
PA3309		3710225	456	hypothetical protein	74	PA3309.fasta
PA3310		3710749	1656	hypothetical protein	375	PA3310.fasta
PA3311		3712560	2352	signaling protein	507	PA3311.fasta
PA3313		3715804	1008	hypothetical protein	222	PA3313.fasta
PA3317		3719329	729	hypothetical protein	244	PA3317.fasta
PA3318		3720123	501	hypothetical protein	121	PA3318.fasta
PA3319	plcN	3720681	2079	non-hemolytic phospholipase C	462	PA3319.fasta
PA3320		3722990	456	hypothetical protein	131	PA3320.fasta
PA3321		3723534	915	transcriptional regulator	256	PA3321.fasta
PA3322		3724456	699	hypothetical protein	179	PA3322.fasta
PA3323		3725580	876	hypothetical protein	226	PA3323.fasta
PA3324		3726452	1779	short-chain dehydrogenase	502	PA3324.fasta
PA3325		3728240	888	hypothetical protein	265	PA3325.fasta
PA3326		3729471	606	ATP-dependent Clp protease proteolytic subunit	157	PA3326.fasta
PA3328		3737612	1167	FAD-dependent monooxygenase	307	PA3328.fasta
PA3331		3741012	1257	cytochrome P450	362	PA3331.fasta
PA3332		3742265	426	hypothetical protein	81	PA3332.fasta
PA3334		3743700	240	acyl carrier protein	39	PA3334.fasta
PA3335		3744057	753	hypothetical protein	156	PA3335.fasta
PA3336		3744901	1167	major facilitator superfamily transporter	313	PA3336.fasta
PA3337	rfaD	3746078	999	ADP-L-glycero-D-mannoheptose-6-epimerase	291	PA3337.fasta
PA3338		3747166	291	hypothetical protein	99	PA3338.fasta
PA3339	plpD	3747525	2187	patatin-like protein	414	PA3339.fasta
PA3341		3752044	435	transcriptional regulator	94	PA3341.fasta
PA3342		3752596	1017	hypothetical protein	285	PA3342.fasta
PA3343		3753763	1170	hypothetical protein	359	PA3343.fasta
PA3344	recQ	3755021	2139	ATP-dependent DNA helicase RecQ	493	PA3344.fasta
PA3345		3757243	351	hypothetical protein	79	PA3345.fasta
PA3346		3757659	1716	two-component response regulator	338	PA3346.fasta
PA3347		3759376	306	hypothetical protein	74	PA3347.fasta
PA3348		3759996	825	chemotaxis protein methyltransferase	165	PA3348.fasta
PA3349		3760897	933	chemotaxis protein	168	PA3349.fasta
PA3350		3761961	699	flagellar basal body P-ring biosynthesis protein FlgA	189	PA3350.fasta
PA3351	flgM	3762804	324	protein FlgM	75	PA3351.fasta
PA3352		3763182	471	hypothetical protein	124	PA3352.fasta
PA3353		3763681	792	hypothetical protein	194	PA3353.fasta
PA3354		3764476	612	hypothetical protein	187	PA3354.fasta
PA3355		3765129	1305	hypothetical protein	332	PA3355.fasta
PA3356		3766617	1242	hypothetical protein	302	PA3356.fasta
PA3357	dsdA	3768184	1347	D-serine dehydratase	385	PA3357.fasta
PA3359		3770470	1011	hypothetical protein	277	PA3359.fasta
PA3361	lecB	3773029	348	fucose-binding lectin PA-IIL	65	PA3361.fasta
PA3363	amiR	3773991	591	aliphatic amidase regulator	176	PA3363.fasta
PA3364	amiC	3774578	1158	aliphatic amidase expression-regulating protein	276	PA3364.fasta
PA3365		3775761	1116	chaperone	346	PA3365.fasta
PA3366	amiE	3776959	1041	acylamide amidohydrolase	288	PA3366.fasta
PA3369		3779562	279	hypothetical protein	91	PA3369.fasta
PA3370		3779930	147	hypothetical protein	39	PA3370.fasta
PA3371		3780128	186	hypothetical protein	62	PA3371.fasta
PA3374		3781680	1164	hypothetical protein	278	PA3374.fasta
PA3376		3783599	816	phosphonate C-P lyase system protein PhnK	222	PA3376.fasta
PA3377		3784411	885	hypothetical protein	223	PA3377.fasta
PA3378		3785292	1101	hypothetical protein	279	PA3378.fasta
PA3379		3786392	630	carbon-phosphorus lyase complex subunit	205	PA3379.fasta
PA3381		3787489	723	transcriptional regulator	222	PA3381.fasta
PA3382	phnE	3788232	795	phosphonate transporter PhnE	261	PA3382.fasta
PA3383		3789093	1005	phosphonate ABC transporter substrate-binding protein	314	PA3383.fasta
PA3384	phnC	3790150	837	phosphonate ABC transporter ATP-binding protein	275	PA3384.fasta
PA3385	amrZ	3791347	327	alginate and motility regulator Z	68	PA3385.fasta
PA3388		3793113	696	S-adenosylmethionine-dependent methyltransferase RcsF	205	PA3388.fasta
PA3390		3793815	303	hypothetical protein	96	PA3390.fasta
