Locus	GCF_020616775	GCF_018517125	B537	GCF_013344625	GCF_011193375	GCF_000550745	GCF_906464895	GCF_017280035	GCF_000007785	GCF_017639585	GCF_006494835	GCF_004332015	GCF_001689055	GCF_006766145	GCF_003345275	GCF_906464915	GCF_003030425	GCF_001989555	GCF_003966385	GCF_006494875	GCF_002163735	GCF_005158025	GCF_010103655	GCF_009498175	GCF_009662495	GCF_013344645	GCF_019222705	GCF_001598635	GCF_004332035	GCF_002355755	GCF_003812665	GCF_005979285	GCF_000317915	GCF_002208945	GCF_020616875	GCF_015377745	GCF_000172575	GCF_906464925	GCF_019774535	GCF_906464875	GCF_016743895	GCF_902379005	GCF_901553725	GCF_006364815	GCF_002289045	GCF_000281195	GCF_000391485	GCF_000742975	GCF_019856595	GCF_013344605	GCF_012594215	GCF_014844235	GCF_020616935	GCF_017280235	GCF_006349345	GCF_005484525	GCF_016812095	GCF_003966405	GCF_002814115	GCF_900636775	GCF_906464865	GCF_906464835	GCF_005979305	GCF_013344665	GCF_006494855	GCF_014489455	GCF_018986755	GCF_019195415	GCF_017357805
OG1RFRS07590	1	1	1	1	1	1	1	1	1	1	1	2	2	2	8	1	1	8	1	1	1	1	1	1	1	1	0	14	1	2	8	7	1	1	1	8	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	9	1	7	1	1	1	1	1	8	1	13
OG1RFRS07610	11	1	47	1	5	1	5	5	5	63	5	6	5	5	20	16	1	20	5	5	2	11	5	5	5	1	80	1	0	32	20	1	24	16	11	5	1	5	1	5	1	24	16	47	5	8	5	1	5	8	5	1	34	5	5	10	5	5	18	1	1	11	24	2	5	5	0	5	5
OG1RFRS07615	4	8	3	8	20	8	1	1	1	12	1	12	1	1	3	2	8	3	9	1	22	4	1	1	16	8	0	8	8	32	3	1	3	2	4	1	1	1	8	1	8	3	2	3	1	7	1	8	20	7	1	15	1	1	1	2	1	9	6	1	1	4	3	22	1	1	3	1	3
OG1RFRS07620	17	12	38	12	48	12	8	8	7	91	7	5	7	20	32	7	12	32	14	7	53	17	8	8	37	12	30	12	66	82	32	13	38	7	17	0	1	7	12	8	12	38	7	38	7	10	7	12	48	10	8	39	13	8	8	51	8	14	29	13	13	17	38	53	7	7	32	8	34
OG1RFRS07630	45	13	52	13	152	13	8	8	7	110	7	58	11	21	36	32	94	36	15	7	70	45	8	163	7	13	0	13	85	100	0	6	52	32	45	1	1	67	13	8	13	52	32	52	11	42	7	13	152	10	8	96	14	8	8	69	8	15	34	14	6	45	52	70	7	7	36	8	36
OG1RFRS07635	35	84	33	2	120	2	4	4	4	79	4	42	8	4	28	25	2	28	11	4	52	35	4	4	4	2	0	2	60	70	28	5	33	25	35	1	1	4	2	4	2	33	25	33	8	7	4	2	120	7	4	61	10	4	4	51	4	11	72	10	5	35	33	52	4	4	28	4	46
OG1RFRS07645	3	2	32	2	12	2	5	5	6	4	6	35	8	3	27	22	9	27	3	6	27	3	5	5	6	2	3	2	46	52	27	18	32	22	3	0	1	1	2	5	2	32	22	32	8	3	6	2	12	3	5	33	1	5	5	42	5	3	23	1	18	3	32	27	6	6	27	5	0
OG1RFRS07650	47	11	45	11	190	11	5	5	7	184	7	61	9	19	38	32	11	38	12	7	76	47	5	205	7	11	0	11	89	112	38	26	45	32	47	0	1	70	11	5	11	45	32	45	9	1	7	11	190	1	5	104	1	5	5	88	5	12	34	1	26	47	45	75	7	7	38	5	111
OG1RFRS07655	21	14	53	120	219	52	8	8	7	215	7	69	11	25	70	39	14	70	56	7	88	21	8	50	7	120	0	74	106	132	70	32	53	39	21	36	1	82	14	8	14	53	39	53	11	13	7	14	219	10	8	54	97	8	8	85	8	56	40	27	32	21	53	88	7	7	70	8	130
OG1RFRS07660	17	12	45	12	61	12	8	8	7	114	7	48	10	20	33	39	12	33	14	7	15	17	8	20	7	12	91	12	68	68	33	26	45	39	17	28	1	53	12	8	12	45	39	45	10	6	7	12	61	6	8	42	13	8	8	3	8	14	30	13	26	17	45	54	7	7	88	8	79
OG1RFRS07665	17	13	50	13	73	13	8	8	7	0	7	62	6	21	41	36	13	41	14	7	2	17	8	46	7	13	0	13	86	105	41	28	50	36	17	0	1	71	13	8	13	50	36	50	113	12	7	13	73	10	8	51	5	8	8	3	8	14	37	5	28	17	50	219	7	7	41	8	104
OG1RFRS07675	0	18	55	18	238	18	8	8	7	228	7	14	79	269	47	41	13	47	16	7	2	0	8	115	7	18	0	18	118	145	70	112	64	41	20	0	1	83	18	8	18	64	41	55	11	10	7	32	238	10	8	56	0	8	8	37	8	16	42	14	112	20	64	2	7	89	47	8	144
OG1RFRS07680	15	10	37	10	137	10	5	5	2	93	2	1	8	149	32	29	10	32	12	2	2	15	5	32	2	10	32	10	67	82	32	24	37	29	15	27	1	16	10	5	10	37	29	37	8	1	2	10	137	1	5	38	11	5	5	14	5	12	30	1	24	15	37	2	2	2	32	5	5
OG1RFRS07685	1	2	8	2	1	2	1	1	1	1	1	1	1	1	7	2	2	7	1	1	1	1	1	1	1	2	1	2	1	1	1	1	8	2	1	1	1	1	2	1	2	8	2	8	1	1	1	2	1	1	1	9	1	1	1	1	1	1	6	1	1	1	8	1	1	1	1	1	1
OG1RFRS07690	35	8	34	36	75	8	7	5	2	80	2	9	5	1	28	25	8	28	12	2	2	35	7	32	2	36	32	26	62	18	28	21	34	25	35	22	1	43	8	7	8	34	25	34	5	9	2	8	75	9	7	18	0	5	7	14	5	12	11	9	21	35	34	2	2	2	28	7	5
OG1RFRS07695	45	11	23	11	179	11	5	5	2	174	2	8	9	20	39	34	11	39	13	2	2	45	5	194	2	11	0	11	86	110	39	29	23	34	45	0	1	63	11	5	11	23	34	23	9	8	2	11	179	8	5	35	75	5	196	15	5	13	35	8	0	45	23	2	2	2	0	5	109
OG1RFRS07705	27	14	43	14	119	14	8	8	7	0	7	13	60	21	36	8	14	36	8	7	7	27	8	40	7	14	0	14	43	90	36	0	43	8	27	0	1	5	14	8	14	43	8	43	97	19	7	14	119	13	8	33	17	8	8	30	8	8	33	13	0	27	43	7	7	7	36	8	87
OG1RFRS07710	48	94	2	235	166	13	7	7	2	0	2	9	64	22	41	36	13	66	18	2	2	48	7	68	2	235	0	13	85	99	41	29	2	36	48	0	1	0	13	7	13	2	36	2	10	9	2	13	166	9	7	37	19	7	7	33	7	18	37	9	29	48	2	236	2	2	41	7	63
OG1RFRS07715	52	11	50	11	228	11	6	66	2	0	2	8	9	19	39	34	11	39	13	2	2	52	6	44	2	11	0	11	99	124	39	27	50	34	0	0	1	75	11	6	11	50	34	50	9	0	2	11	0	8	6	51	16	66	6	31	66	13	35	82	27	52	76	2	2	2	0	6	9
OG1RFRS07720	29	9	3	9	1	9	1	1	2	0	2	7	4	3	1	9	9	1	1	2	2	29	1	5	2	9	2	34	29	4	1	19	3	9	29	21	1	7	9	1	9	3	9	3	4	7	2	9	1	7	1	4	12	1	1	15	1	1	4	7	19	29	3	2	2	2	1	1	4
OG1RFRS07725	43	11	48	11	163	11	5	51	2	0	2	8	9	20	36	11	11	36	13	2	2	43	5	6	2	11	26	11	98	89	36	25	48	11	43	29	1	8	11	5	11	48	101	48	9	8	2	11	163	8	5	42	66	51	5	60	51	13	33	30	25	43	48	2	2	2	36	5	86
OG1RFRS07730	35	10	34	10	99	10	2	107	2	0	2	7	46	106	30	10	10	30	12	2	2	35	2	5	2	10	2	10	21	65	30	24	34	10	35	2	1	7	10	2	10	34	10	34	2	7	2	10	99	7	2	31	52	2	2	36	2	12	28	7	24	35	34	2	2	2	30	2	2
OG1RFRS07735	29	0	28	9	35	9	6	6	2	0	2	4	5	1	18	4	4	18	31	2	2	29	6	2	2	9	2	9	15	24	18	17	28	4	29	0	1	1	4	6	4	28	4	28	5	1	2	9	35	1	6	16	47	6	6	30	6	31	24	1	17	29	28	2	2	2	18	127	4
OG1RFRS07740	43	10	41	10	142	10	7	7	2	0	2	11	9	17	35	10	10	35	11	2	2	43	7	6	2	10	29	10	74	72	35	24	41	10	43	29	1	1	10	7	10	41	10	41	9	1	2	10	142	1	7	42	69	7	7	60	7	11	31	1	0	43	41	2	2	2	35	7	10
OG1RFRS07745	41	11	39	11	162	11	7	7	2	0	2	50	10	17	32	27	11	32	5	2	2	41	7	37	0	11	0	11	77	73	32	22	39	27	41	0	1	37	11	7	11	39	27	39	10	9	2	11	162	9	7	89	70	7	7	3	7	5	28	1	22	41	39	61	2	20	32	7	11
OG1RFRS07750	66	233	214	0	503	18	7	7	2	0	2	80	91	413	50	106	13	50	16	2	2	66	7	128	0	0	0	18	132	185	209	210	64	41	66	186	1	94	18	7	18	64	41	214	208	61	48	33	359	9	7	166	117	7	7	100	7	16	43	14	0	66	211	2	2	2	0	7	0
OG1RFRS07755	30	6	28	6	20	6	6	6	2	0	2	6	8	11	6	15	10	6	12	2	2	30	6	5	2	6	20	6	8	55	6	4	28	15	30	1	1	5	32	6	32	28	15	28	8	4	2	6	20	4	6	28	5	6	6	11	6	12	24	6	22	30	28	2	2	2	6	6	6
OG1RFRS07765	8	8	36	22	11	8	8	8	7	0	7	8	6	17	8	26	8	8	12	7	7	8	8	32	7	22	15	8	35	58	8	5	36	26	8	14	1	0	8	8	8	36	26	36	6	10	7	22	11	10	8	35	5	8	8	52	8	12	27	8	23	8	36	7	7	7	8	8	8
OG1RFRS07770	4	6	24	6	4	6	6	6	2	0	2	6	5	12	6	18	6	6	9	2	31	4	6	13	2	6	1	6	28	38	6	15	24	18	4	4	1	29	6	6	6	24	18	24	5	8	2	6	4	8	6	3	4	6	6	30	6	9	19	6	16	4	24	2	2	2	6	6	6
OG1RFRS07775	17	104	47	12	220	12	7	7	2	0	2	18	10	21	12	18	12	12	15	2	2	134	7	45	2	12	101	12	91	88	12	38	54	18	17	27	1	69	12	7	12	54	18	47	133	9	2	12	220	9	295	109	83	7	7	0	7	15	37	33	30	17	54	307	2	2	12	7	0
OG1RFRS07780	48	103	46	9	171	9	9	9	2	0	2	58	42	20	9	13	9	9	14	2	2	48	9	41	2	9	0	9	5	88	9	27	46	13	48	0	1	70	9	9	9	46	13	46	42	18	2	9	171	10	9	47	83	9	9	3	9	14	32	10	28	48	91	2	2	2	9	9	95
OG1RFRS07785	2	11	36	11	51	11	7	7	2	0	2	2	2	15	11	26	11	11	12	2	2	2	7	7	2	11	1	11	67	80	11	20	36	26	2	0	1	53	11	7	11	36	26	36	2	9	2	11	51	9	7	76	9	7	7	3	7	12	27	9	22	2	65	2	2	2	11	7	2
OG1RFRS07790	14	18	107	32	170	18	8	8	2	0	2	14	11	14	18	14	13	18	16	2	2	14	8	46	2	32	1	18	28	97	18	31	55	14	14	0	1	64	13	8	13	55	14	107	11	10	2	32	170	10	8	90	10	8	8	3	8	16	40	10	35	14	55	2	2	2	18	8	96
OG1RFRS07795	9	1	21	1	36	1	3	3	2	0	2	38	16	9	1	9	1	1	1	2	2	9	3	5	2	1	1	1	17	29	1	1	21	9	9	0	1	37	1	3	1	21	9	21	16	3	2	1	36	3	3	57	3	3	3	3	3	1	22	3	19	9	21	2	2	2	1	3	9
OG1RFRS07800	49	17	47	29	156	13	8	8	7	0	7	14	11	22	13	35	13	13	15	7	7	49	8	42	7	29	0	17	26	104	13	79	47	35	49	13	1	64	13	8	13	47	35	47	11	10	7	29	156	10	8	98	10	8	8	101	8	15	36	33	121	49	47	7	7	7	13	8	14
OG1RFRS08025	1	3	10	3	1	3	1	1	3	1	3	1	1	1	3	1	3	3	1	3	1	1	1	1	3	3	1	3	1	1	3	1	10	1	1	2	1	1	3	1	3	10	1	10	3	4	3	3	1	4	1	2	1	1	1	1	1	1	1	1	1	1	10	1	3	3	3	1	1
OG1RFRS08030	15	2	37	2	107	2	8	8	14	106	14	43	11	9	2	1	2	2	15	14	2	15	8	2	14	2	28	2	13	68	2	78	37	1	15	0	1	5	2	8	2	37	1	37	11	10	14	2	107	10	8	65	55	8	8	22	8	15	29	13	24	15	37	2	14	14	2	8	8
OG1RFRS08040	15	13	46	86	207	13	8	8	7	16	7	10	11	21	39	11	13	39	15	7	61	15	8	44	7	86	44	13	61	96	39	28	53	51	15	32	1	63	13	8	13	53	11	46	11	10	7	13	11	10	8	222	73	8	8	36	8	15	35	14	30	15	53	61	7	7	39	8	73
OG1RFRS08045	4	10	25	10	67	10	1	1	5	13	5	7	16	16	23	16	10	23	4	5	4	4	1	4	5	10	4	21	4	2	23	16	25	16	4	16	1	4	10	1	10	25	16	25	8	7	5	10	67	7	1	38	27	1	1	11	1	4	6	11	19	4	25	4	5	5	23	1	27
OG1RFRS08050	16	2	15	2	82	10	2	2	2	7	2	1	2	2	2	2	2	2	2	2	2	16	2	1	2	2	1	2	2	2	2	11	15	2	16	2	1	1	2	2	2	15	2	15	2	2	2	2	29	2	2	90	2	2	2	2	2	2	4	6	2	16	15	2	2	2	2	2	2
OG1RFRS08055	15	12	51	12	228	12	5	5	7	221	7	62	47	23	42	37	12	42	15	7	2	15	5	46	115	12	46	12	79	125	42	142	51	37	15	0	1	74	12	5	12	51	0	51	47	49	7	12	228	9	5	336	90	5	5	77	5	15	38	35	32	15	51	79	7	7	42	5	0
OG1RFRS08060	15	8	35	8	152	34	7	7	2	19	2	9	8	20	19	28	8	19	15	2	2	15	7	8	2	8	8	8	2	69	19	23	35	28	15	0	1	45	8	7	8	35	28	35	8	9	2	8	152	9	7	66	8	7	7	128	7	15	19	11	25	15	35	2	2	2	19	7	8
OG1RFRS08070	47	17	100	12	120	12	7	7	2	28	2	55	10	22	9	35	12	9	15	2	2	47	7	41	2	12	41	17	2	89	9	30	45	35	47	0	1	51	12	7	12	45	35	100	10	9	38	12	120	9	7	212	75	7	7	68	7	15	36	13	31	47	45	2	2	2	9	7	7
OG1RFRS08075	15	13	40	13	111	39	9	49	2	0	2	48	11	22	13	32	13	13	15	2	2	15	7	56	2	13	56	13	0	86	13	27	40	32	15	30	1	7	13	7	13	40	32	40	11	20	2	13	111	10	7	0	60	49	7	57	49	15	26	14	29	15	40	2	2	2	13	7	0
OG1RFRS08080	2	12	40	12	110	12	7	7	2	48	2	0	10	46	34	29	12	34	2	2	58	2	7	38	2	12	0	12	71	84	34	2	40	29	2	28	1	48	12	7	12	40	29	40	10	9	2	12	110	9	7	41	64	7	7	57	7	2	30	13	26	2	40	2	2	2	101	7	59
OG1RFRS08085	2	11	33	11	95	11	7	22	2	44	2	2	2	18	39	15	11	39	2	2	2	2	7	31	2	11	2	11	53	61	39	2	33	15	2	23	1	2	11	7	11	33	15	33	2	9	2	11	95	9	7	34	6	22	7	3	22	2	25	12	0	2	33	2	2	2	39	7	42
OG1RFRS08090	2	9	34	9	139	9	6	6	2	137	2	42	2	2	27	24	9	27	2	2	2	2	6	31	2	9	2	9	88	58	27	2	34	24	2	22	1	48	9	6	9	34	24	34	2	2	2	9	139	2	6	61	11	6	6	50	6	2	25	10	19	2	34	2	2	2	27	6	49
OG1RFRS08095	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1
OG1RFRS08100	1	1	3	1	3	1	3	3	1	1	1	1	1	1	1	1	1	10	1	1	1	1	3	3	1	1	1	1	1	1	1	1	3	9	1	1	1	1	1	3	1	3	1	3	1	1	1	1	3	1	3	1	1	3	3	1	3	1	3	1	2	1	3	1	1	1	1	3	3
OG1RFRS08105	52	1	31	1	23	1	7	7	2	1	2	40	2	1	1	1	1	1	2	2	2	2	7	32	34	1	2	1	2	2	1	2	31	1	2	25	1	44	1	7	1	31	1	31	2	2	2	1	23	2	7	36	50	7	7	1	7	2	26	10	23	52	31	2	2	2	1	7	48
OG1RFRS08110	2	10	37	10	143	10	7	7	2	66	2	5	2	18	32	1	10	32	2	2	2	2	7	57	16	10	7	10	2	2	32	2	37	1	2	0	1	51	10	7	10	37	1	37	2	2	2	10	143	2	7	38	65	7	7	1	7	2	30	11	26	2	37	2	2	2	32	7	71
OG1RFRS08115	34	10	36	10	34	10	7	7	2	7	2	46	2	2	29	11	10	29	12	2	2	34	7	33	17	10	7	14	2	34	29	1	36	11	34	25	1	56	10	7	10	36	11	36	2	1	2	10	34	1	7	37	69	7	7	59	7	12	27	1	24	34	36	2	2	2	29	7	2
OG1RFRS08120	15	9	28	0	15	9	6	6	2	6	2	36	42	2	9	1	9	9	11	2	2	15	6	5	16	0	6	9	2	15	9	5	28	1	15	22	1	1	9	6	9	28	78	28	2	5	2	9	15	5	6	67	5	6	6	1	6	11	24	5	21	15	28	2	2	2	9	6	55
OG1RFRS08125	19	17	59	17	246	46	8	8	7	194	7	62	11	23	39	54	13	39	16	7	7	19	8	14	20	17	8	17	129	19	39	29	59	54	19	36	1	70	17	8	17	59	54	59	11	10	7	17	200	10	89	49	14	8	8	70	8	16	35	14	32	19	59	7	7	7	39	8	98
OG1RFRS08130	16	11	40	11	1	11	7	7	2	0	2	93	0	18	33	1	11	33	14	2	2	16	7	37	1	11	0	29	2	16	33	23	40	1	0	0	1	49	11	7	11	40	1	40	1	9	2	11	1	9	7	41	20	7	7	72	7	14	10	20	24	16	40	2	2	2	33	7	36
OG1RFRS08135	16	99	43	11	193	11	8	8	7	44	7	53	10	20	122	10	11	37	14	7	2	16	8	41	14	11	0	11	123	109	37	27	48	10	16	31	1	0	11	8	11	48	10	43	10	18	7	11	193	9	244	44	76	8	8	81	8	14	0	12	29	16	48	2	7	7	37	8	86
OG1RFRS08140	13	0	40	6	90	6	7	7	65	170	65	53	0	17	34	30	95	34	117	65	2	13	7	38	15	6	38	6	0	106	34	22	40	46	13	58	1	61	6	7	6	40	30	40	9	8	2	6	90	8	7	81	73	7	7	31	7	117	0	10	25	13	103	2	65	2	0	7	84
OG1RFRS08145	14	73	38	9	50	36	6	6	2	66	2	48	8	18	33	30	9	33	11	2	58	89	6	50	16	9	50	9	25	82	33	90	38	30	14	0	1	56	9	6	9	38	30	38	8	7	2	9	50	7	6	39	65	6	6	0	6	11	0	10	27	14	38	2	2	2	33	6	11
OG1RFRS08155	7	8	25	8	2	8	5	5	2	3	2	3	2	13	21	2	8	21	9	2	2	7	5	3	11	8	3	8	13	2	21	13	25	2	7	0	1	1	8	5	8	25	2	25	2	7	2	8	2	7	5	26	43	5	5	37	5	9	20	1	15	7	25	2	2	2	21	5	47
OG1RFRS08160	18	13	46	49	229	13	7	7	2	223	2	59	10	21	37	34	13	60	15	2	2	18	7	41	19	49	0	13	93	120	60	28	46	34	18	32	1	71	13	7	13	46	34	46	10	9	2	13	229	9	7	310	23	7	7	74	7	0	8	23	150	18	46	2	2	2	60	7	98
OG1RFRS08165	18	12	112	30	18	12	9	7	2	167	2	55	11	22	10	37	92	10	15	2	2	18	7	42	20	30	0	12	32	100	10	32	45	37	18	34	1	0	12	7	12	45	37	112	11	10	2	30	0	10	7	223	13	7	7	61	7	15	38	13	0	18	45	2	2	2	10	7	55
OG1RFRS08170	13	12	50	12	195	12	7	7	2	0	2	59	35	219	39	35	12	39	16	2	2	13	7	44	20	12	0	12	29	112	39	29	50	35	13	0	1	32	12	7	12	50	35	50	126	47	2	12	195	1	7	51	13	7	7	0	7	16	36	13	32	13	50	2	2	2	39	7	39
OG1RFRS08180	11	10	15	10	9	10	7	7	2	62	2	9	9	15	11	23	10	11	1	2	2	11	7	1	14	10	10	10	10	3	11	10	15	23	11	9	1	17	10	7	10	15	23	15	9	9	2	10	9	9	7	20	1	7	7	22	7	1	13	1	17	11	15	2	2	2	11	7	11
OG1RFRS08185	1	4	7	4	4	4	4	4	2	4	2	9	4	7	10	10	4	10	4	2	2	1	4	1	6	4	10	4	1	4	10	1	7	10	1	9	1	3	4	4	4	7	10	7	4	4	2	4	4	4	4	1	1	4	4	4	4	4	4	1	3	1	7	2	2	2	10	4	0
OG1RFRS08210	7	7	14	7	7	7	1	1	5	63	5	33	8	14	25	1	7	25	10	5	1	7	1	1	12	7	7	7	1	2	25	1	0	1	7	4	1	3	7	1	7	0	1	14	8	7	5	7	7	7	1	1	23	1	1	30	1	10	23	1	3	7	14	1	5	18	25	1	4
OG1RFRS08215	17	3	22	3	17	3	7	7	28	124	28	43	10	22	29	13	3	29	14	28	2	17	7	32	19	3	0	3	18	79	29	18	22	13	17	0	1	25	3	7	3	22	13	22	10	9	2	3	17	9	7	13	27	7	7	132	7	14	27	12	25	17	22	2	28	2	29	7	6
OG1RFRS08220	20	18	27	18	20	52	7	7	2	0	2	68	10	24	42	38	138	79	16	2	87	20	7	46	41	18	46	71	109	154	42	32	18	38	20	35	1	33	61	7	61	18	38	27	10	12	2	18	20	9	7	103	39	7	7	59	7	16	39	91	33	20	177	2	2	2	42	7	113
OG1RFRS08225	18	12	0	12	18	12	7	7	2	152	2	54	10	22	55	34	12	62	15	2	2	18	7	41	20	12	41	12	77	95	55	9	12	34	18	32	1	30	12	7	12	12	34	0	10	9	2	12	18	9	7	72	35	7	7	27	7	15	35	66	30	0	0	2	2	2	55	7	50
OG1RFRS08230	15	9	19	9	126	9	6	6	2	122	2	42	48	139	79	26	9	31	12	2	2	15	6	15	16	9	15	9	10	35	31	7	39	26	15	15	1	23	9	6	9	39	26	19	6	7	2	9	126	7	6	67	12	6	6	15	6	12	27	10	23	15	19	2	2	2	31	6	6
OG1RFRS08235	55	10	79	10	4	10	6	6	2	62	2	41	6	17	28	26	10	28	13	2	2	4	6	30	15	10	30	10	11	70	28	56	10	26	55	24	1	22	37	6	37	10	26	79	6	8	2	10	4	8	6	42	27	6	6	14	6	13	27	11	22	55	34	2	2	2	28	6	6
OG1RFRS08240	0	13	45	26	15	11	7	7	2	18	2	56	9	18	37	32	11	37	6	2	2	15	7	221	16	26	41	13	89	114	37	9	13	32	15	30	1	55	11	7	11	13	32	45	9	9	2	26	15	9	7	109	33	7	7	222	7	6	33	1	55	15	45	2	2	2	37	7	0
OG1RFRS08250	1	1	2	1	1	1	1	1	1	2	1	5	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	4	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
OG1RFRS08255	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	3	1	1	1	1	3	1	1	1	1	7	1	1	1	3	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	0
OG1RFRS08275	68	17	40	27	95	12	8	8	7	154	7	46	51	22	34	21	12	34	15	7	57	19	8	21	38	27	0	17	70	93	34	26	17	21	19	0	1	111	12	8	12	17	21	40	10	39	7	27	95	9	8	206	33	8	8	25	8	15	33	13	111	68	40	57	7	7	34	8	21
OG1RFRS08280	13	3	31	19	4	11	7	7	2	9	2	1	9	15	24	4	11	24	12	2	2	13	7	28	29	19	9	3	8	62	24	18	3	4	13	0	1	20	11	7	11	3	4	31	9	8	2	19	4	8	7	143	46	7	7	3	7	12	21	1	20	13	31	2	2	2	0	7	9
OG1RFRS08290	7	34	4	7	40	7	5	5	2	65	2	1	4	11	16	5	7	16	5	2	2	7	5	19	10	7	0	8	5	7	16	2	8	5	7	0	1	13	7	5	7	8	5	4	4	5	2	7	40	5	5	54	7	5	5	22	5	5	7	1	13	7	4	2	2	12	16	5	5
OG1RFRS08295	5	3	1	5	4	5	4	4	2	9	2	1	6	9	13	30	5	13	5	2	2	5	4	3	8	5	35	3	9	3	13	20	3	4	5	5	1	3	5	4	5	3	4	1	6	5	2	5	4	78	4	3	3	4	4	3	4	5	3	1	3	5	1	2	2	2	13	4	5
OG1RFRS08300	50	18	47	13	5	13	9	29	7	0	7	63	0	23	155	5	13	38	16	7	2	50	9	43	21	13	10	18	106	139	38	2	58	57	50	0	1	31	13	9	13	58	5	47	11	10	7	13	5	10	9	397	95	29	319	61	29	16	34	14	31	50	79	83	7	7	38	9	138
OG1RFRS08305	1	2	1	1	1	1	4	4	1	1	1	17	1	1	1	1	6	1	1	1	1	1	4	1	1	1	2	2	1	10	1	1	2	1	1	1	1	10	14	4	14	2	1	1	1	2	1	1	1	2	4	1	2	4	4	7	4	1	1	1	10	1	1	1	1	1	1	4	1
OG1RFRS08325	2	3	2	11	12	11	8	8	7	17	7	41	10	18	1	12	11	1	13	7	2	2	8	31	16	11	14	3	61	14	85	17	3	12	2	1	1	22	11	8	11	3	12	2	10	1	7	11	12	1	8	203	1	8	8	45	8	13	14	2	22	2	2	2	7	7	1	8	6
OG1RFRS08330	2	1	2	1	1	1	1	1	6	83	6	19	1	1	5	1	1	5	8	6	2	2	1	4	10	1	5	1	4	1	5	4	25	1	2	19	1	17	1	1	1	25	1	2	1	5	6	16	1	5	1	29	34	1	1	18	1	8	1	2	17	2	2	4	6	6	5	0	27
OG1RFRS08335	74	15	2	11	7	11	7	7	2	25	2	45	9	20	34	12	11	34	13	2	57	102	7	37	17	11	34	15	27	94	34	27	15	12	2	0	1	31	11	7	11	15	12	2	9	6	2	11	7	6	7	203	70	7	7	24	7	13	32	2	31	74	2	9	2	2	34	7	42
OG1RFRS08340	2	14	2	1	2	1	1	1	2	1	2	18	9	7	29	7	1	29	12	2	2	2	1	7	14	1	3	14	39	38	29	18	14	7	2	9	1	1	1	1	1	14	7	2	9	8	2	19	2	8	1	18	7	1	1	34	1	12	7	2	1	2	2	8	2	2	29	1	3
OG1RFRS08345	2	13	12	7	133	7	7	7	2	129	2	42	10	19	30	17	7	49	14	2	2	2	7	34	13	7	0	13	9	77	12	9	13	17	0	0	1	64	7	7	7	13	17	12	10	9	2	7	133	9	7	170	28	7	7	62	7	14	28	26	64	2	12	9	2	2	12	7	7
OG1RFRS08350	2	17	13	12	136	12	81	7	2	25	2	1	10	20	34	10	12	34	15	2	2	0	7	36	19	12	16	17	65	82	34	90	17	10	2	28	1	27	12	7	12	17	10	13	10	9	2	12	136	9	7	39	32	7	7	49	7	15	32	29	27	2	13	50	2	2	34	7	36
OG1RFRS08355	7	3	4	14	5	14	8	8	7	22	7	1	11	17	6	30	14	6	15	7	7	7	8	6	4	14	78	3	4	1	6	22	3	30	7	27	1	26	14	8	14	3	30	4	11	13	7	14	5	10	8	36	31	8	8	47	8	15	31	28	26	7	4	48	7	7	6	8	6
OG1RFRS08365	2	3	12	23	142	23	7	7	2	22	2	1	55	17	33	29	10	56	13	2	2	0	7	38	12	23	0	3	0	95	33	22	3	29	2	0	1	26	10	7	10	3	29	12	5	9	2	23	142	9	7	41	31	7	7	61	7	13	31	12	26	2	12	62	2	2	33	7	43
OG1RFRS08370	18	16	43	27	197	27	7	7	2	24	2	53	10	21	36	34	11	63	14	2	2	18	7	40	19	27	0	16	12	109	36	24	16	34	18	0	1	30	11	7	11	16	34	43	10	9	2	27	197	9	7	44	35	7	7	68	7	14	35	12	30	18	43	71	2	2	36	7	47
OG1RFRS08375	17	33	41	12	162	12	8	8	7	158	7	46	11	21	10	30	12	10	15	7	59	0	8	38	19	12	0	33	77	74	10	25	33	30	17	28	1	26	12	8	12	33	30	41	11	10	7	12	162	10	8	8	32	8	8	57	8	15	32	14	26	17	41	79	7	7	0	8	10
OG1RFRS08380	2	3	5	2	2	2	1	1	2	2	2	1	2	6	8	2	2	8	2	2	2	2	1	2	2	2	2	3	2	2	8	2	3	2	2	7	1	2	2	1	2	3	2	5	2	2	2	2	2	2	1	1	2	1	1	2	1	2	2	5	2	2	5	2	2	2	8	1	2
